A,B,C,E,F,n_blocks,first_D,last_D,example_path
,Willamette+McKenzie to Willamette_at Harrisburg,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+McKenzie to Willamette_at Harrisburg/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+McKenzie to Willamette_at Harrisburg,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+McKenzie to Willamette_at Harrisburg/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+McKenzie to Willamette_at Harrisburg,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+McKenzie to Willamette_at Harrisburg/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Mill to Willamette+Yamhill,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Mill to Willamette+Yamhill/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Molalla to Willamette+Tualatin,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Molalla to Willamette+Tualatin/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Rickreall to Willamette_at Salem,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Rickreall to Willamette_at Salem/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Santiam to Willamette+Luckiamute,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Santiam to Willamette+Luckiamute/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
